Customer_ID,Customer_Type,Nationality,Preferred_Location,Preferred_Property_Type,Budget_AED
CUST-001615,End User,,Jumeirah Village Circle (JVC),Studio,1420000.0
CUST-003545,End User,British,Mohammed Bin Rashid City (MBR City),Townhouse,3325000.0
CUST-004984,Investor,German,Jumeirah Lake Towers (JLT),Studio,
CUST-002157,End User,,Downtown Dubai,Studio,1635000.0
CUST-001743,Investor,Russian,Downtown Dubai,Apartment,1500000.0
CUST-003606,Investor,Chinese,Dubai Creek Harbour,Townhouse,2100000.0
CUST-003422,Investor,American,Jumeirah Lake Towers (JLT),Apartment,2080000.0
CUST-001878,End User,Chinese,Jumeirah Village Circle (JVC),Apartment,1185000.0
CUST-004798,Investor,Indian,Dubai Marina,Studio,1725000.0
CUST-002090,Investor,Indian,Dubai Creek Harbour,Apartment,1880000.0
CUST-004455,Investor,American,Palm Jumeirah,Penthouse,5380000.0
CUST-002163,Investor,Filipino,Downtown Dubai,Apartment,1285000.0
CUST-003638,Investor,Indian,Al Furjan,Apartment,1250000.0
CUST-001924,Investor,British,Downtown Dubai,Apartment,1660000.0
CUST-000288,End User,Indian,,Studio,400000.0
CUST-004859,End User,Russian,Dubai South,Townhouse,2520000.0
CUST-004335,End User,Italian,Business Bay,Apartment,1360000.0
CUST-003312,End User,Indian,Dubai Marina,Townhouse,2965000.0
CUST-002370,Investor,Chinese,Palm Jumeirah,Apartment,1240000.0
CUST-003632,Investor,Emirati,Arabian Ranches,Apartment,780000.0
CUST-003188,Investor,American,Business Bay,Apartment,
CUST-001110,Investor,Egyptian,Downtown Dubai,Apartment,1190000.0
CUST-001225,Investor,Indian,Dubai Marina,Apartment,450000.0
CUST-002807,Investor,British,Palm Jumeirah,Apartment,1395000.0
CUST-003311,End User,Indian,Dubai South,Apartment,1845000.0
CUST-003461,End User,Canadian,Jumeirah Village Circle (JVC),Apartment,1325000.0
CUST-000526,Investor,Russian,,Apartment,855000.0
CUST-003342,Investor,Filipino,Palm Jumeirah,Apartment,1965000.0
CUST-004386,Investor,Italian,Arabian Ranches,Studio,1530000.0
CUST-002996,End User,Lebanese,Jumeirah Lake Towers (JLT),Villa,3845000.0
CUST-000507,End User,Egyptian,Business Bay,Penthouse,1590000.0
CUST-004889,End User,,Dubai Hills Estate,Townhouse,1385000.0
CUST-002063,Investor,British,Jumeirah Lake Towers (JLT),Apartment,400000.0
CUST-001224,Investor,German,Business Bay,Townhouse,
CUST-002445,End User,Indian,Downtown Dubai,Townhouse,1975000.0
CUST-004357,Investor,Pakistani,Al Furjan,Apartment,
CUST-002780,Investor,Canadian,Dubai Marina,Villa,5970000.0
CUST-001696,Investor,Nigerian,Mohammed Bin Rashid City (MBR City),Studio,1405000.0
CUST-001450,Investor,Jordanian,Dubai South,Apartment,435000.0
CUST-001627,Investor,Lebanese,Jumeirah Lake Towers (JLT),Townhouse,1340000.0
CUST-001265,End User,Pakistani,Palm Jumeirah,Penthouse,3955000.0
CUST-004413,End User,Pakistani,Dubai Marina,Penthouse,5560000.0
CUST-000878,Investor,German,Damac Hills 2,Apartment,600000.0
CUST-004808,Investor,Ukrainian,Downtown Dubai,Villa,6410000.0
CUST-002714,Investor,Indian,Business Bay,Villa,7345000.0
CUST-000014,End User,Nigerian,Downtown Dubai,Penthouse,2470000.0
CUST-000482,End User,Russian,Dubai Hills Estate,Studio,1425000.0
CUST-004607,Investor,Pakistani,Arabian Ranches,Townhouse,2690000.0
CUST-004187,End User,British,Dubai Hills Estate,Apartment,1755000.0
CUST-003056,Investor,British,Business Bay,Studio,1145000.0
CUST-002425,End User,Pakistani,Business Bay,Townhouse,3345000.0
CUST-003134,End User,Pakistani,Palm Jumeirah,Penthouse,5000000.0
CUST-003209,Investor,Chinese,Arabian Ranches,Villa,2425000.0
CUST-004581,End User,Chinese,Business Bay,Apartment,1705000.0
CUST-000858,Investor,Pakistani,Dubai Marina,Apartment,
CUST-002552,End User,French,Jumeirah Village Circle (JVC),Apartment,690000.0
CUST-000047,Investor,Chinese,Arabian Ranches,Villa,6305000.0
CUST-002315,Investor,Pakistani,Jumeirah Lake Towers (JLT),Apartment,1255000.0
CUST-004197,Investor,South African,Dubai South,Apartment,705000.0
CUST-002386,Investor,Nigerian,Dubai Hills Estate,Apartment,1805000.0
CUST-000900,End User,Emirati,,Penthouse,2970000.0
CUST-001023,End User,Pakistani,Mohammed Bin Rashid City (MBR City),Apartment,1035000.0
CUST-000233,Investor,Emirati,Jumeirah Village Circle (JVC),Studio,1835000.0
CUST-000942,Investor,Canadian,Dubai Marina,Villa,4080000.0
CUST-004658,Investor,,Jumeirah Lake Towers (JLT),Apartment,875000.0
CUST-004726,End User,Russian,Dubai Marina,Villa,2045000.0
CUST-004867,Investor,,Dubai Hills Estate,Apartment,1440000.0
CUST-003547,Investor,Egyptian,Dubai Marina,Apartment,640000.0
CUST-002943,End User,Indian,Downtown Dubai,Apartment,
CUST-003116,Investor,American,Jumeirah Lake Towers (JLT),Apartment,950000.0
CUST-002222,Investor,Saudi,Downtown Dubai,Apartment,2075000.0
CUST-001166,Investor,,Dubai Marina,Apartment,1265000.0
CUST-000205,End User,Russian,Dubai Marina,Penthouse,5615000.0
CUST-004079,End User,Iranian,Arabian Ranches,Apartment,1850000.0
CUST-003677,End User,Jordanian,Downtown Dubai,Apartment,1855000.0
CUST-004440,Investor,Saudi,Mohammed Bin Rashid City (MBR City),Apartment,1000000.0
CUST-001163,Investor,Chinese,Downtown Dubai,Apartment,1180000.0
CUST-003665,End User,Indian,Downtown Dubai,Villa,3485000.0
CUST-002730,Investor,Chinese,Damac Hills 2,Apartment,1115000.0
CUST-001601,Investor,Saudi,Business Bay,Studio,1730000.0
CUST-000087,Investor,Russian,Palm Jumeirah,Villa,8140000.0
CUST-001870,Investor,Emirati,Arabian Ranches,Apartment,1970000.0
CUST-004291,Investor,Filipino,Downtown Dubai,Studio,1570000.0
CUST-003869,End User,Saudi,Dubai Marina,Townhouse,2470000.0
CUST-003214,End User,Chinese,Jumeirah Lake Towers (JLT),Apartment,1880000.0
CUST-000622,Investor,Emirati,Downtown Dubai,Apartment,1345000.0
CUST-003402,Investor,Russian,Dubai Marina,Studio,2130000.0
CUST-002811,End User,American,Jumeirah Village Circle (JVC),Villa,4765000.0
CUST-003439,End User,Canadian,Damac Hills 2,Villa,4900000.0
CUST-000365,End User,Saudi,Dubai Marina,Apartment,1255000.0
CUST-003237,Investor,Jordanian,Jumeirah Lake Towers (JLT),Townhouse,2715000.0
CUST-003923,Investor,Russian,Dubai Hills Estate,Townhouse,1090000.0
CUST-001293,End User,Indian,Business Bay,Townhouse,2955000.0
CUST-002957,Investor,Chinese,Dubai Hills Estate,Studio,1090000.0
CUST-002926,Investor,Nigerian,Al Furjan,Apartment,1590000.0
CUST-004927,Investor,Indian,Jumeirah Lake Towers (JLT),Apartment,935000.0
CUST-004365,Investor,German,Jumeirah Lake Towers (JLT),Villa,6055000.0
CUST-001037,Investor,Jordanian,Dubai South,Townhouse,2110000.0
CUST-004481,End User,Indian,Jumeirah Village Circle (JVC),Apartment,1740000.0
CUST-001654,End User,Chinese,Business Bay,Penthouse,2950000.0
CUST-003021,End User,British,Dubai Creek Harbour,Studio,830000.0
CUST-004009,Investor,Jordanian,Dubai Creek Harbour,Apartment,1715000.0
CUST-004233,Investor,Filipino,Dubai Marina,Studio,1105000.0
CUST-002844,Investor,Indian,Dubai Marina,Townhouse,2700000.0
CUST-000221,End User,Egyptian,Palm Jumeirah,Studio,715000.0
CUST-002402,End User,British,Downtown Dubai,Villa,3160000.0
CUST-004002,Investor,Chinese,Dubai Creek Harbour,Studio,2000000.0
CUST-004582,Investor,Pakistani,Dubai Marina,Townhouse,2330000.0
CUST-003536,Investor,Russian,Jumeirah Village Circle (JVC),Townhouse,2435000.0
CUST-003470,Investor,Egyptian,Business Bay,Studio,2385000.0
CUST-002008,Investor,Iranian,Dubai Marina,Apartment,1515000.0
CUST-002166,End User,Indian,Mohammed Bin Rashid City (MBR City),Studio,680000.0
CUST-000040,Investor,Nigerian,Jumeirah Lake Towers (JLT),Apartment,1780000.0
CUST-001193,End User,Ukrainian,Palm Jumeirah,Villa,4860000.0
CUST-002797,Investor,Egyptian,Downtown Dubai,Apartment,
CUST-003413,Investor,German,Downtown Dubai,Villa,2780000.0
CUST-000564,Investor,Canadian,Business Bay,Apartment,
CUST-004800,End User,Pakistani,Dubai Hills Estate,Studio,1725000.0
CUST-002539,Investor,Pakistani,Downtown Dubai,Apartment,1565000.0
CUST-003525,End User,British,Mohammed Bin Rashid City (MBR City),Apartment,1400000.0
CUST-003701,End User,German,Dubai Silicon Oasis,Apartment,1840000.0
CUST-004746,Investor,Egyptian,Arabian Ranches,Townhouse,2580000.0
CUST-000523,End User,Emirati,Jumeirah Village Circle (JVC),Villa,5975000.0
CUST-004710,Investor,Nigerian,Jumeirah Lake Towers (JLT),Apartment,1290000.0
CUST-003418,End User,German,Arabian Ranches,Studio,1015000.0
CUST-003032,End User,Russian,Arabian Ranches,Apartment,1710000.0
CUST-002226,End User,Iranian,Jumeirah Village Circle (JVC),Villa,6895000.0
CUST-002260,Investor,Chinese,Mohammed Bin Rashid City (MBR City),Studio,1580000.0
CUST-002879,Investor,Indian,Dubai Marina,Apartment,1505000.0
CUST-002897,End User,Indian,Downtown Dubai,Villa,935000.0
CUST-003818,Investor,Jordanian,Arabian Ranches,Apartment,2100000.0
CUST-003711,End User,Indian,Damac Hills 2,Apartment,1105000.0
CUST-002658,End User,,Business Bay,Apartment,2255000.0
CUST-002902,End User,Indian,Dubai Hills Estate,Villa,
CUST-003202,Investor,Saudi,Dubai Marina,Apartment,2185000.0
CUST-002527,Investor,Indian,Dubai South,Townhouse,1305000.0
CUST-003374,End User,Russian,Downtown Dubai,Apartment,1575000.0
CUST-000577,Investor,Jordanian,Dubai South,Apartment,1565000.0
CUST-001651,Investor,British,Jumeirah Lake Towers (JLT),Penthouse,3500000.0
CUST-003390,Investor,Indian,Mohammed Bin Rashid City (MBR City),Studio,1705000.0
CUST-001961,End User,Egyptian,Al Furjan,Studio,1385000.0
CUST-004711,Investor,Egyptian,Jumeirah Village Circle (JVC),Apartment,1275000.0
CUST-000552,Investor,Emirati,Jumeirah Village Circle (JVC),Apartment,400000.0
CUST-001636,Investor,Indian,Dubai Marina,Townhouse,3130000.0
CUST-001275,Investor,Chinese,Damac Hills 2,Villa,6470000.0
CUST-001817,Investor,Indian,Damac Hills 2,Apartment,1405000.0
CUST-000756,Investor,Indian,Arabian Ranches,Apartment,1860000.0
CUST-003747,Investor,American,Downtown Dubai,Apartment,655000.0
CUST-002635,Investor,Jordanian,Dubai Marina,Townhouse,2625000.0
CUST-001328,Investor,French,Business Bay,Studio,1325000.0
CUST-000640,End User,Indian,Dubai Creek Harbour,Apartment,1365000.0
CUST-004278,Investor,Nigerian,Jumeirah Lake Towers (JLT),Townhouse,3385000.0
CUST-000044,End User,American,Arabian Ranches,Apartment,1060000.0
CUST-000008,End User,Chinese,Downtown Dubai,Apartment,1035000.0
CUST-000481,End User,Jordanian,Palm Jumeirah,Apartment,1765000.0
CUST-004612,End User,American,Damac Hills 2,Apartment,
CUST-000472,End User,Indian,Palm Jumeirah,Apartment,1170000.0
CUST-000422,Investor,Indian,Palm Jumeirah,Studio,1260000.0
CUST-003753,Investor,Pakistani,Dubai Hills Estate,Villa,4435000.0
CUST-003631,Investor,British,Jumeirah Lake Towers (JLT),Apartment,1005000.0
CUST-003515,End User,Emirati,Jumeirah Village Circle (JVC),Villa,6835000.0
CUST-000655,End User,Saudi,Dubai Silicon Oasis,Penthouse,4865000.0
CUST-002984,End User,Chinese,Dubai Marina,Townhouse,945000.0
CUST-004501,Investor,American,Mohammed Bin Rashid City (MBR City),Apartment,1335000.0
CUST-004518,End User,American,Al Furjan,Apartment,500000.0
CUST-000465,Investor,Russian,Palm Jumeirah,Apartment,1430000.0
CUST-003051,End User,British,Business Bay,Apartment,1330000.0
CUST-001692,End User,British,Dubai Marina,Apartment,1905000.0
CUST-001034,End User,Indian,Dubai Marina,Apartment,935000.0
CUST-000698,End User,British,Jumeirah Lake Towers (JLT),Apartment,710000.0
CUST-002231,Investor,Indian,Damac Hills 2,Apartment,865000.0
CUST-004951,End User,French,Jumeirah Village Circle (JVC),Apartment,1535000.0
CUST-003264,End User,South African,Business Bay,Apartment,
CUST-000066,End User,Chinese,Dubai Silicon Oasis,Studio,1270000.0
CUST-003718,Investor,Egyptian,Dubai Silicon Oasis,Studio,880000.0
CUST-002907,End User,Canadian,Jumeirah Lake Towers (JLT),Studio,1590000.0
CUST-002481,Investor,Saudi,Damac Hills 2,Apartment,2140000.0
CUST-001433,Investor,British,Dubai Marina,Apartment,860000.0
CUST-003449,End User,British,Mohammed Bin Rashid City (MBR City),Apartment,1335000.0
CUST-003412,End User,Nigerian,Dubai Hills Estate,Apartment,1865000.0
CUST-004095,End User,British,Downtown Dubai,Apartment,1425000.0
CUST-002093,End User,Indian,Business Bay,Apartment,
CUST-003048,End User,American,Jumeirah Village Circle (JVC),Townhouse,2615000.0
CUST-000996,Investor,Saudi,Mohammed Bin Rashid City (MBR City),Villa,2585000.0
CUST-002372,End User,Ukrainian,Jumeirah Lake Towers (JLT),Studio,2000000.0
CUST-004732,Investor,Pakistani,Jumeirah Lake Towers (JLT),Apartment,775000.0
CUST-004398,End User,Saudi,Business Bay,Apartment,400000.0
CUST-004086,Investor,Jordanian,Al Furjan,Apartment,1175000.0
CUST-001781,Investor,Indian,Mohammed Bin Rashid City (MBR City),Villa,3265000.0
CUST-002110,Investor,Chinese,Jumeirah Lake Towers (JLT),Apartment,2000000.0
CUST-003171,Investor,Indian,Jumeirah Village Circle (JVC),Villa,7865000.0
CUST-003365,Investor,Indian,Dubai Marina,Apartment,1325000.0
CUST-000130,Investor,Indian,Mohammed Bin Rashid City (MBR City),Apartment,455000.0
CUST-004691,End User,Chinese,Business Bay,Apartment,800000.0
CUST-003379,Investor,British,Downtown Dubai,Apartment,1800000.0
CUST-000850,End User,Pakistani,Jumeirah Lake Towers (JLT),Apartment,1180000.0
CUST-003726,End User,Canadian,Arabian Ranches,Studio,400000.0
CUST-003672,Investor,Chinese,Arabian Ranches,Townhouse,1565000.0
CUST-004529,End User,Russian,Dubai Marina,Apartment,1295000.0
CUST-002999,End User,British,Palm Jumeirah,Studio,1165000.0
CUST-002286,Investor,Russian,Palm Jumeirah,Apartment,1020000.0
CUST-004392,End User,Indian,Jumeirah Lake Towers (JLT),Villa,3355000.0
CUST-003018,Investor,French,Dubai South,Apartment,980000.0
CUST-003192,Investor,Saudi,Mohammed Bin Rashid City (MBR City),Apartment,1605000.0
CUST-000078,End User,Chinese,Jumeirah Lake Towers (JLT),Apartment,1465000.0
CUST-004788,End User,Russian,Downtown Dubai,Apartment,
CUST-001923,End User,Chinese,Business Bay,Apartment,1580000.0
CUST-003922,End User,Pakistani,Arabian Ranches,Apartment,745000.0
CUST-004584,End User,Egyptian,Jumeirah Village Circle (JVC),Studio,1170000.0
CUST-002571,Investor,Russian,Jumeirah Lake Towers (JLT),Townhouse,3345000.0
CUST-004815,End User,South African,Dubai Marina,Apartment,835000.0
CUST-002103,Investor,Pakistani,Business Bay,Apartment,1220000.0
CUST-003403,End User,American,Dubai Hills Estate,Villa,5060000.0
CUST-004849,Investor,Filipino,Dubai Marina,Townhouse,3230000.0
CUST-003680,End User,Canadian,Business Bay,Apartment,670000.0
CUST-004084,Investor,Indian,Downtown Dubai,Villa,5505000.0
CUST-001482,Investor,,Downtown Dubai,Apartment,1060000.0
CUST-004458,End User,Nigerian,Damac Hills 2,Studio,970000.0
CUST-000383,End User,Pakistani,Jumeirah Village Circle (JVC),Apartment,1400000.0
CUST-004593,Investor,Egyptian,Dubai Creek Harbour,Apartment,1535000.0
CUST-004420,End User,Indian,Downtown Dubai,Penthouse,3170000.0
CUST-003985,Investor,Nigerian,Dubai Creek Harbour,Studio,1405000.0
CUST-004828,End User,French,Damac Hills 2,Apartment,815000.0
CUST-004362,End User,Ukrainian,Dubai Marina,Apartment,2050000.0
CUST-000559,End User,Indian,Jumeirah Village Circle (JVC),Apartment,995000.0
CUST-000836,End User,British,Dubai Hills Estate,Apartment,2070000.0
CUST-000030,Investor,Jordanian,Dubai South,Apartment,1350000.0
CUST-000464,End User,Egyptian,Business Bay,Studio,1195000.0
CUST-003512,Investor,Indian,Dubai South,Villa,6480000.0
CUST-000917,Investor,British,Dubai Marina,Apartment,1800000.0
CUST-001826,End User,Saudi,Jumeirah Village Circle (JVC),Apartment,1705000.0
CUST-001300,End User,Jordanian,Jumeirah Village Circle (JVC),Apartment,1270000.0
CUST-003616,Investor,Indian,Dubai Hills Estate,Apartment,1605000.0
CUST-003280,Investor,Saudi,Palm Jumeirah,Apartment,1175000.0
CUST-004277,Investor,Nigerian,Dubai Hills Estate,Apartment,890000.0
CUST-003908,End User,Jordanian,Dubai Marina,Apartment,980000.0
CUST-000519,End User,Pakistani,Dubai Marina,Apartment,1160000.0
CUST-004409,Investor,Emirati,Downtown Dubai,Apartment,1765000.0
CUST-002949,Investor,British,Arabian Ranches,Apartment,1550000.0
CUST-001873,Investor,Chinese,Dubai Marina,Studio,1540000.0
CUST-003105,Investor,Indian,Al Furjan,Studio,1750000.0
CUST-000596,End User,Pakistani,Dubai South,Apartment,1675000.0
CUST-000470,End User,Russian,Downtown Dubai,Apartment,1065000.0
CUST-003149,End User,,Arabian Ranches,Studio,1890000.0
CUST-003097,End User,Lebanese,Dubai Hills Estate,Studio,1505000.0
CUST-003742,Investor,Nigerian,Downtown Dubai,Studio,955000.0
CUST-002416,End User,Saudi,Dubai Creek Harbour,Studio,1990000.0
CUST-002294,Investor,British,Dubai Marina,Townhouse,1795000.0
CUST-001555,Investor,Russian,Palm Jumeirah,Apartment,575000.0
CUST-000098,Investor,American,Jumeirah Village Circle (JVC),Studio,875000.0
CUST-003740,End User,Italian,Damac Hills 2,Apartment,400000.0
CUST-003867,Investor,British,Business Bay,Townhouse,3065000.0
CUST-002213,End User,Egyptian,Jumeirah Village Circle (JVC),Apartment,1560000.0
CUST-002430,Investor,German,Downtown Dubai,Penthouse,3900000.0
CUST-002246,End User,British,Arabian Ranches,Apartment,1145000.0
CUST-003791,Investor,Canadian,Palm Jumeirah,Apartment,1025000.0
CUST-002077,End User,British,Damac Hills 2,Villa,4425000.0
CUST-000448,Investor,British,Dubai Marina,Villa,4545000.0
CUST-004279,End User,Saudi,Dubai Marina,Studio,1145000.0
CUST-001734,Investor,Chinese,Business Bay,Apartment,1200000.0
CUST-001898,Investor,Russian,Dubai Hills Estate,Apartment,1515000.0
CUST-001018,Investor,Russian,Arabian Ranches,Studio,1575000.0
CUST-002869,Investor,Indian,Downtown Dubai,Studio,1440000.0
CUST-000015,Investor,Pakistani,Business Bay,Villa,7135000.0
CUST-003912,End User,Nigerian,Palm Jumeirah,Apartment,1530000.0
CUST-003181,End User,Egyptian,Palm Jumeirah,Apartment,1180000.0
CUST-001216,Investor,,Downtown Dubai,Studio,2275000.0
CUST-004669,End User,American,Palm Jumeirah,Townhouse,2325000.0
CUST-003561,Investor,Filipino,Dubai Silicon Oasis,Townhouse,3525000.0
CUST-002131,End User,French,Business Bay,Apartment,1880000.0
CUST-004579,Investor,Saudi,,Townhouse,3015000.0
CUST-002770,Investor,Indian,Business Bay,Villa,4740000.0
CUST-004247,End User,Lebanese,Jumeirah Village Circle (JVC),Studio,2610000.0
CUST-004803,Investor,Indian,Dubai Hills Estate,Townhouse,2660000.0
CUST-003442,End User,Chinese,Jumeirah Village Circle (JVC),Penthouse,6535000.0
CUST-000287,End User,British,Palm Jumeirah,Penthouse,5580000.0
CUST-003937,End User,British,Dubai Hills Estate,Townhouse,2855000.0
CUST-002313,Investor,Chinese,Dubai Hills Estate,Apartment,1945000.0
CUST-003729,End User,Emirati,Al Furjan,Apartment,1670000.0
CUST-000780,Investor,Iranian,Damac Hills 2,Villa,3630000.0
CUST-004638,End User,British,Dubai Hills Estate,Villa,5400000.0
CUST-004687,Investor,Indian,Al Furjan,Villa,2785000.0
CUST-002053,Investor,Indian,Dubai South,Apartment,1235000.0
CUST-000429,Investor,Chinese,Dubai Hills Estate,Studio,1050000.0
CUST-003814,Investor,Canadian,Business Bay,Townhouse,2695000.0
CUST-004124,End User,German,Downtown Dubai,Townhouse,1890000.0
CUST-001468,Investor,Indian,Jumeirah Village Circle (JVC),Townhouse,
CUST-004210,End User,British,Dubai Marina,Apartment,1845000.0
CUST-004764,Investor,German,Arabian Ranches,Apartment,1950000.0
CUST-004615,End User,Indian,Dubai Creek Harbour,Villa,5310000.0
CUST-004766,End User,Russian,Al Furjan,Apartment,1135000.0
CUST-000351,End User,British,Palm Jumeirah,Townhouse,1805000.0
CUST-000166,Investor,British,Business Bay,Studio,1570000.0
CUST-004543,End User,Canadian,Jumeirah Lake Towers (JLT),Townhouse,2155000.0
CUST-000661,End User,French,Dubai Creek Harbour,Apartment,865000.0
CUST-002296,Investor,German,Arabian Ranches,Townhouse,2055000.0
CUST-001340,Investor,Indian,Dubai Hills Estate,Villa,4010000.0
CUST-002948,End User,British,Business Bay,Townhouse,1555000.0
CUST-003871,Investor,Pakistani,Dubai Marina,Apartment,1350000.0
CUST-002619,Investor,,Dubai Hills Estate,Apartment,690000.0
CUST-002207,Investor,Indian,Business Bay,Villa,4795000.0
CUST-000384,Investor,Lebanese,Dubai Marina,Townhouse,2025000.0
CUST-003060,Investor,Pakistani,Business Bay,Villa,5510000.0
CUST-002217,Investor,Saudi,Dubai Silicon Oasis,Penthouse,4015000.0
CUST-002189,End User,Russian,Dubai Marina,Studio,1625000.0
CUST-000466,Investor,Chinese,Jumeirah Village Circle (JVC),Townhouse,1985000.0
CUST-001133,Investor,Pakistani,Al Furjan,Villa,2375000.0
CUST-000300,Investor,Jordanian,Al Furjan,Apartment,2015000.0
CUST-002446,End User,Indian,Mohammed Bin Rashid City (MBR City),Villa,4630000.0
CUST-001616,Investor,British,Business Bay,Studio,1250000.0
CUST-003811,Investor,Indian,Downtown Dubai,Townhouse,2220000.0
CUST-003855,End User,Egyptian,Downtown Dubai,Villa,800000.0
CUST-002318,End User,Russian,Business Bay,Studio,1780000.0
CUST-004405,Investor,Lebanese,Jumeirah Village Circle (JVC),Villa,5715000.0
CUST-003229,Investor,Indian,Downtown Dubai,Apartment,915000.0
CUST-001938,Investor,Chinese,Jumeirah Village Circle (JVC),Townhouse,3910000.0
CUST-004782,Investor,American,Mohammed Bin Rashid City (MBR City),Apartment,2160000.0
CUST-004938,Investor,Filipino,Jumeirah Village Circle (JVC),Villa,4460000.0
CUST-002987,End User,Russian,Jumeirah Village Circle (JVC),Villa,5800000.0
CUST-001049,Investor,Emirati,Mohammed Bin Rashid City (MBR City),Apartment,950000.0
CUST-004415,End User,Egyptian,Arabian Ranches,Townhouse,750000.0
CUST-004102,Investor,Indian,Downtown Dubai,Apartment,1075000.0
CUST-001529,Investor,Indian,Arabian Ranches,Apartment,675000.0
CUST-000053,End User,Russian,Jumeirah Village Circle (JVC),Apartment,1385000.0
CUST-000847,Investor,Pakistani,Al Furjan,Apartment,1125000.0
CUST-000252,Investor,Indian,Dubai Silicon Oasis,Apartment,1530000.0
CUST-001028,Investor,South African,Dubai Marina,Penthouse,5115000.0
CUST-001669,Investor,Pakistani,Jumeirah Lake Towers (JLT),Apartment,750000.0
CUST-000807,Investor,Russian,Jumeirah Lake Towers (JLT),Apartment,1620000.0
CUST-001553,End User,Emirati,Al Furjan,Apartment,1385000.0
CUST-000032,Investor,Russian,Palm Jumeirah,Apartment,1760000.0
CUST-000716,Investor,Egyptian,Downtown Dubai,Apartment,710000.0
CUST-004020,Investor,Russian,Mohammed Bin Rashid City (MBR City),Villa,6440000.0
CUST-003009,End User,Indian,Jumeirah Village Circle (JVC),Apartment,1360000.0
CUST-004785,End User,Nigerian,Palm Jumeirah,Apartment,1355000.0
CUST-004639,End User,Russian,Mohammed Bin Rashid City (MBR City),Apartment,2210000.0
CUST-004119,Investor,Nigerian,Arabian Ranches,Apartment,1590000.0
CUST-004304,Investor,Emirati,Palm Jumeirah,Villa,7310000.0
CUST-003176,Investor,British,Dubai Marina,Studio,
CUST-001045,Investor,German,Mohammed Bin Rashid City (MBR City),Villa,4240000.0
CUST-002328,Investor,,Business Bay,Apartment,1005000.0
CUST-002021,Investor,Egyptian,Jumeirah Village Circle (JVC),Villa,2630000.0
CUST-001760,Investor,Indian,Dubai Creek Harbour,Studio,1555000.0
CUST-002145,End User,Chinese,Jumeirah Village Circle (JVC),Penthouse,4515000.0
CUST-002490,Investor,Chinese,Palm Jumeirah,Apartment,555000.0
CUST-002357,Investor,Indian,Business Bay,Studio,1990000.0
CUST-003123,Investor,British,Mohammed Bin Rashid City (MBR City),Studio,830000.0
CUST-004422,End User,Chinese,Mohammed Bin Rashid City (MBR City),Penthouse,8135000.0
CUST-003456,Investor,Canadian,Dubai Hills Estate,Apartment,830000.0
CUST-000331,Investor,Ukrainian,Mohammed Bin Rashid City (MBR City),Apartment,1810000.0
CUST-003399,Investor,Indian,Jumeirah Village Circle (JVC),Apartment,1315000.0
CUST-004486,Investor,Indian,Jumeirah Village Circle (JVC),Studio,1325000.0
CUST-001639,Investor,Chinese,Dubai Creek Harbour,Apartment,
CUST-001516,Investor,American,Dubai Hills Estate,Apartment,2480000.0
CUST-000862,End User,Pakistani,Dubai Creek Harbour,Apartment,1195000.0
CUST-004470,End User,British,Jumeirah Lake Towers (JLT),Penthouse,7890000.0
CUST-004988,Investor,Chinese,Mohammed Bin Rashid City (MBR City),Studio,1970000.0
CUST-001199,Investor,British,Arabian Ranches,Apartment,1400000.0
CUST-001112,End User,Indian,Mohammed Bin Rashid City (MBR City),Apartment,1705000.0
CUST-000328,End User,Emirati,Downtown Dubai,Apartment,1045000.0
CUST-001089,Investor,British,Business Bay,Apartment,1590000.0
CUST-004223,End User,Pakistani,Jumeirah Village Circle (JVC),Studio,2025000.0
CUST-002516,End User,South African,Dubai Creek Harbour,Studio,1075000.0
CUST-000004,Investor,,Jumeirah Village Circle (JVC),Apartment,1310000.0
CUST-002643,Investor,Pakistani,Damac Hills 2,Studio,1355000.0
CUST-003084,Investor,Filipino,Dubai Marina,Apartment,1455000.0
CUST-001491,End User,Jordanian,Dubai Hills Estate,Apartment,2435000.0
CUST-002460,End User,Emirati,Business Bay,Apartment,1530000.0
CUST-004619,Investor,American,Jumeirah Village Circle (JVC),Apartment,1265000.0
CUST-000550,Investor,Russian,Dubai Marina,Villa,4745000.0
CUST-000557,Investor,German,Dubai Marina,Apartment,1015000.0
CUST-002203,Investor,Russian,Jumeirah Village Circle (JVC),Townhouse,2085000.0
CUST-002590,Investor,Filipino,Palm Jumeirah,Villa,2705000.0
CUST-001486,End User,Pakistani,Dubai South,Apartment,2955000.0
CUST-004833,End User,French,Downtown Dubai,Villa,7285000.0
CUST-000265,Investor,Russian,Dubai Marina,Apartment,2720000.0
CUST-001472,End User,Filipino,Jumeirah Village Circle (JVC),Townhouse,1400000.0
CUST-001235,End User,British,Dubai Hills Estate,Apartment,
CUST-001155,End User,American,Al Furjan,Penthouse,4055000.0
CUST-001402,End User,Egyptian,Dubai Marina,Apartment,1460000.0
CUST-003172,Investor,Jordanian,Mohammed Bin Rashid City (MBR City),Townhouse,2170000.0
CUST-000919,End User,Russian,Palm Jumeirah,Villa,4420000.0
CUST-004701,End User,Saudi,,Apartment,2385000.0
CUST-001065,End User,Ukrainian,Arabian Ranches,Apartment,960000.0
CUST-002349,Investor,Russian,Dubai Creek Harbour,Apartment,645000.0
CUST-005000,Investor,Lebanese,Arabian Ranches,Villa,1915000.0
CUST-003806,Investor,German,Damac Hills 2,Apartment,2330000.0
