Lead_ID,Lead_Date,Marketing_Channel,Campaign_Name,Marketing_Cost_AED,Customer_ID,Property_ID,Agent_ID,Lead_Status,Qualification_Date,Site_Visit_Date,Negotiation_Date,Booking_Date,Lost_Reason
LEAD-003482,2025-08-17,Instagram,IG_Story_LuxuryLiving,81.68,CUST-003482,PROP-00516,AGT-0031,Lost,,,,,Budget mismatch
LEAD-000022,2025-05-03,Google Ads,GAds_Retargeting_OffPlan,120.41,CUST-000022,PROP-00499,AGT-0014,Lost,,,,,Not responsive / went cold
LEAD-004512,2025-08-18,Google Ads,GAds_Search_Apartments_Dubai,176.63,CUST-004512,PROP-00134,AGT-0035,Lost,2025-08-25,2025-09-03,,,Chose competitor project
LEAD-004101,2024-05-01,Website,Website_Landing_NewLaunch,88.62,CUST-004101,PROP-00435,AGT-0025,Lost,2024-05-07,2024-05-11,2024-05-21,,Unit sold out before decision
LEAD-001080,2025-03-31,Google Ads,GAds_Search_VillasForSale,161.42,CUST-001080,PROP-00195,AGT-0005,Sold,2025-04-10,2025-04-20,2025-04-27,2025-05-09,
LEAD-002429,2024-02-01,Google Ads,GAds_Search_Apartments_Dubai,288.46,CUST-002429,PROP-00056,AGT-0025,Sold,2024-02-15,2024-02-19,2024-02-22,2024-02-28,
LEAD-003367,2024-04-20,LinkedIn,LinkedIn_EventPromo,415.61,CUST-003367,PROP-00447,AGT-0007,Sold,2024-04-29,2024-05-02,2024-05-08,2024-05-16,
LEAD-004013,2024-11-21,Instagram,IG_Story_LuxuryLiving,125.05,CUST-004013,PROP-00439,AGT-0007,Lost,,,,,Chose competitor project
LEAD-002404,2025-01-05,Website,Website_Landing_NewLaunch,48.06,CUST-002404,PROP-00587,AGT-0020,Lost,,,,,Budget mismatch
LEAD-003307,2024-04-13,Bayut,Bayut_Featured_Listing,201.75,CUST-003307,PROP-00490,AGT-0041,Lost,2024-04-18,,,,Visa / relocation fell through
LEAD-004408,2024-11-15,LinkedIn,LinkedIn_InMail_HNWI,384.91,CUST-004408,PROP-00248,AGT-0008,Sold,2024-11-22,2024-11-25,2024-12-01,2024-12-12,
LEAD-003417,2024-06-12,Website,Website_Landing_NewLaunch,14.48,CUST-003417,PROP-00369,AGT-0027,Lost,,,,,Not responsive / went cold
LEAD-002536,2026-06-10,Bayut,Bayut_HotDeal_Banner,397.7,CUST-002536,PROP-00442,AGT-0030,Site Visit,2026-06-19,2026-06-30,,,
LEAD-002278,2024-05-25,LinkedIn,LinkedIn_Sponsored_InvestorContent,430.16,CUST-002278,PROP-00403,AGT-0038,Lost,2024-06-06,,,,Found cheaper unit elsewhere
LEAD-001048,2024-10-31,Instagram,IG_Reels_OffPlan_Q1,146.74,CUST-001048,PROP-00491,AGT-0011,Lost,,,,,Found cheaper unit elsewhere
LEAD-004973,2024-04-22,Google Ads,GAds_Retargeting_OffPlan,301.79,CUST-004973,PROP-00009,AGT-0004,Lost,,,,,Financing / mortgage rejected
LEAD-002335,2024-01-15,Instagram,IG_Carousel_PaymentPlan,153.42,CUST-002335,PROP-00106,AGT-0019,Lost,,,,,Financing / mortgage rejected
LEAD-003618,2025-04-24,Google Ads,GAds_Search_VillasForSale,258.73,CUST-003618,PROP-00489,AGT-0031,Lost,2025-05-04,2025-05-16,2025-05-20,,Financing / mortgage rejected
LEAD-001978,2024-06-28,Bayut,Bayut_HotDeal_Banner,158.56,CUST-001978,PROP-00036,AGT-0015,Sold,2024-07-08,2024-07-16,2024-07-28,2024-08-09,
LEAD-003210,2026-03-18,Google Ads,GAds_Search_VillasForSale,209.57,CUST-003210,PROP-00522,AGT-0033,Lost,,,,,Visa / relocation fell through
LEAD-000811,2026-04-21,Website,Website_Organic_Blog,78.18,CUST-000811,PROP-00079,AGT-0025,Lost,,,,,Chose competitor project
LEAD-004370,2025-02-03,Bayut,Bayut_Premium_Placement,276.93,CUST-004370,PROP-00188,AGT-0013,Lost,,,,,Found cheaper unit elsewhere
LEAD-002480,2024-08-29,Referral,Referral_PartnerBroker,15.24,CUST-002480,PROP-00191,AGT-0028,Lost,2024-09-13,2024-09-26,,,Postponed decision
LEAD-004899,2025-07-01,Google Ads,GAds_Search_VillasForSale,164.6,CUST-004899,PROP-00462,AGT-0037,Lost,,,,,Unit sold out before decision
LEAD-004234,2024-11-25,Bayut,Bayut_Featured_Listing,221.32,CUST-004234,PROP-00137,AGT-0043,Lost,2024-12-04,2024-12-13,2024-12-18,,Postponed decision
LEAD-004950,2026-02-20,Instagram,IG_Reels_OffPlan_Q1,123.67,CUST-004950,PROP-00038,AGT-0010,Lost,2026-03-03,2026-03-11,,,Not responsive / went cold
LEAD-001369,2025-05-06,Website,Website_Landing_NewLaunch,52.02,CUST-001369,PROP-00463,AGT-0027,Lost,,,,,Chose competitor project
LEAD-002669,2026-04-21,Google Ads,GAds_Search_VillasForSale,228.97,CUST-002669,PROP-00151,AGT-0026,Lost,,,,,Visa / relocation fell through
LEAD-003478,2025-11-04,Google Ads,GAds_Search_Apartments_Dubai,250.9,CUST-003478,PROP-00154,AGT-0044,Sold,2025-11-14,2025-11-26,2025-11-30,2025-12-18,
LEAD-001521,2026-05-28,Instagram,IG_Influencer_Push,157.26,CUST-001521,PROP-00135,AGT-0029,Negotiation,2026-06-09,2026-06-17,2026-06-23,,
LEAD-004684,2024-09-25,Referral,Referral_AgentNetwork,37.99,CUST-004684,PROP-00407,,Lost,,,,,Not responsive / went cold
LEAD-000937,2026-03-07,Website,Website_Landing_NewLaunch,60.76,CUST-000937,PROP-00085,AGT-0017,Lost,,,,,Postponed decision
LEAD-001206,2024-10-16,Referral,Referral_AgentNetwork,25.63,CUST-001206,PROP-00341,AGT-0005,Sold,2024-10-25,2024-11-07,2024-11-10,2024-11-15,
LEAD-001203,2026-03-31,Instagram,IG_Reels_OffPlan_Q1,99.42,CUST-001203,PROP-00581,,Lost,,,,,Chose competitor project
LEAD-004292,2024-10-28,Instagram,IG_Carousel_PaymentPlan,129.51,CUST-004292,PROP-00028,AGT-0042,Lost,,,,,Not responsive / went cold
LEAD-004332,2024-09-30,Bayut,Bayut_Premium_Placement,121.74,CUST-004332,PROP-00225,AGT-0024,Lost,,,,,Unit sold out before decision
LEAD-000131,2026-01-14,Google Ads,GAds_Retargeting_OffPlan,333.31,CUST-000131,PROP-00149,AGT-0033,Lost,2026-01-25,2026-02-08,,,Found cheaper unit elsewhere
LEAD-000522,2024-10-01,Instagram,IG_Carousel_PaymentPlan,139.15,CUST-000522,PROP-00047,AGT-0020,Sold,2024-10-10,2024-10-22,2024-11-03,2024-11-05,
LEAD-000956,2025-08-08,Instagram,IG_Reels_OffPlan_Q1,96.65,CUST-000956,PROP-00239,AGT-0022,Lost,2025-08-18,2025-08-30,2025-09-07,2025-09-26,Postponed decision
LEAD-000914,2024-12-20,Bayut,Bayut_HotDeal_Banner,310.86,CUST-000914,PROP-00291,AGT-0042,Lost,,,,,Chose competitor project
LEAD-000860,2025-01-04,LinkedIn,LinkedIn_Sponsored_InvestorContent,343.72,CUST-000860,PROP-00406,AGT-0031,Lost,,,,,Financing / mortgage rejected
LEAD-002034,2024-11-22,Google Ads,GAds_Display_InvestorDeals,192.03,CUST-002034,PROP-00011,AGT-0027,Lost,,,,,Financing / mortgage rejected
LEAD-001652,2024-05-09,Bayut,Bayut_HotDeal_Banner,367.71,CUST-001652,PROP-00067,AGT-0028,Lost,2024-05-18,2024-05-26,2024-05-28,,Visa / relocation fell through
LEAD-001316,2025-05-28,Website,Website_Organic_Blog,45.67,CUST-001316,PROP-00327,AGT-0022,Sold,2025-06-06,2025-06-13,2025-06-17,2025-06-27,
LEAD-002400,2026-02-02,Instagram,IG_Carousel_PaymentPlan,111.45,CUST-002400,PROP-00297,AGT-0024,Lost,,,,,Found cheaper unit elsewhere
LEAD-002960,2026-03-31,Website,Website_Organic_Blog,47.17,CUST-002960,PROP-00158,AGT-0009,Sold,2026-04-11,2026-04-18,2026-04-24,2026-05-14,
LEAD-002176,2024-11-27,Referral,Referral_AgentNetwork,13.65,CUST-002176,PROP-00323,AGT-0024,Sold,2024-12-07,2024-12-12,2024-12-15,2024-12-22,
LEAD-001810,2025-05-30,Referral,Referral_AgentNetwork,45.27,CUST-001810,PROP-00114,AGT-0035,Lost,2025-06-09,,,,Unit sold out before decision
LEAD-002333,2024-11-11,Website,Website_Organic_Blog,54.51,CUST-002333,PROP-00441,AGT-0027,Lost,2024-11-19,,,,Budget mismatch
LEAD-004195,2025-06-06,Instagram,IG_Story_LuxuryLiving,85.47,CUST-004195,PROP-00470,AGT-0045,Lost,2025-06-10,2025-06-23,,,Not responsive / went cold
LEAD-003027,2024-01-11,Bayut,Bayut_HotDeal_Banner,231.29,CUST-003027,PROP-00491,AGT-0043,Sold,2024-01-23,2024-01-27,2024-02-01,2024-02-10,
LEAD-000624,2026-03-23,Instagram,IG_Influencer_Push,107.33,CUST-000624,PROP-00497,AGT-0018,Lost,2026-03-30,,,,Postponed decision
LEAD-000689,2025-06-18,Instagram,IG_Influencer_Push,153.33,CUST-000689,PROP-00363,AGT-0026,Lost,,,,,Not responsive / went cold
LEAD-003845,2025-11-26,Google Ads,GAds_Search_Apartments_Dubai,83.16,CUST-003845,PROP-00459,AGT-0017,Lost,,,,,Visa / relocation fell through
LEAD-001367,2026-04-01,Bayut,Bayut_Featured_Listing,375.0,CUST-001367,PROP-00260,AGT-0027,Sold,2026-04-13,2026-04-27,2026-05-08,2026-05-19,
LEAD-003044,2024-07-13,Google Ads,GAds_Search_Apartments_Dubai,347.8,CUST-003044,PROP-00358,AGT-0018,Lost,,,,,Unit sold out before decision
LEAD-003759,2025-11-21,Bayut,Bayut_Premium_Placement,314.9,CUST-003759,PROP-00503,AGT-0024,Lost,2025-11-30,2025-12-05,,,Financing / mortgage rejected
LEAD-003866,2025-12-01,Bayut,Bayut_Featured_Listing,89.08,CUST-003866,PROP-00402,AGT-0022,Lost,,,,,Financing / mortgage rejected
LEAD-000611,2025-02-08,Instagram,IG_Story_LuxuryLiving,45.26,CUST-000611,PROP-00069,AGT-0019,Lost,,,,,Visa / relocation fell through
LEAD-002507,2024-12-28,Instagram,IG_Reels_OffPlan_Q1,41.94,CUST-002507,PROP-00479,AGT-0016,Lost,,,,,Found cheaper unit elsewhere
LEAD-004449,2024-03-23,Google Ads,GAds_Display_InvestorDeals,323.0,CUST-004449,PROP-00001,AGT-0032,Lost,2024-03-27,2024-04-09,2024-04-16,2024-04-29,Financing / mortgage rejected
LEAD-004000,2024-08-16,Instagram,IG_Reels_OffPlan_Q1,54.76,CUST-004000,PROP-00378,AGT-0001,Lost,,,,,Postponed decision
LEAD-000463,2025-12-20,Referral,Referral_AgentNetwork,23.67,CUST-000463,PROP-00244,AGT-0041,Lost,,,,,Financing / mortgage rejected
LEAD-001574,2026-02-20,Instagram,IG_Influencer_Push,99.51,CUST-001574,PROP-00313,AGT-0033,Lost,,,,,Budget mismatch
LEAD-000793,2025-11-12,Google Ads,GAds_Search_Apartments_Dubai,183.01,CUST-000793,PROP-00218,AGT-0006,Lost,2025-11-17,2025-11-28,2025-12-05,,Found cheaper unit elsewhere
LEAD-002553,2026-02-22,Referral,Referral_PartnerBroker,20.29,CUST-002553,PROP-00254,AGT-0022,Sold,2026-03-05,2026-03-18,2026-03-25,2026-04-04,
LEAD-000309,2024-12-21,Bayut,Bayut_Premium_Placement,167.54,CUST-000309,PROP-00354,AGT-0040,Sold,2024-12-30,2025-01-11,2025-01-19,2025-02-02,
LEAD-002122,2025-03-25,Bayut,Bayut_Featured_Listing,121.17,CUST-002122,PROP-00112,AGT-0002,Sold,2025-04-01,2025-04-04,2025-04-07,2025-04-12,
LEAD-002412,2026-04-20,Bayut,Bayut_Premium_Placement,210.57,CUST-002412,PROP-00306,AGT-0010,Lost,,,,,Chose competitor project
LEAD-000580,2025-07-24,Referral,Referral_ExistingClient,12.91,CUST-000580,PROP-00172,AGT-0037,Lost,,,,,Postponed decision
LEAD-000106,2026-03-18,Google Ads,GAds_Search_Apartments_Dubai,267.82,CUST-000106,PROP-00304,AGT-0038,Lost,2026-03-26,2026-04-02,,,Postponed decision
LEAD-001706,2024-01-11,Website,Website_Organic_Blog,35.04,CUST-001706,PROP-00402,AGT-0017,Lost,2024-01-19,2024-01-23,,,Found cheaper unit elsewhere
LEAD-001000,2024-11-15,Bayut,Bayut_Featured_Listing,102.2,CUST-001000,PROP-00236,AGT-0029,Lost,,,,,Budget mismatch
LEAD-002556,2025-11-13,Website,Website_Organic_Blog,27.41,CUST-002556,PROP-00045,AGT-0044,Lost,2025-11-23,,,,Found cheaper unit elsewhere
LEAD-001012,2024-05-31,Google Ads,GAds_Search_Apartments_Dubai,281.3,CUST-001012,PROP-00591,AGT-0008,Lost,,,,,Budget mismatch
LEAD-003503,2025-11-03,Google Ads,GAds_Display_InvestorDeals,305.2,CUST-003503,PROP-00381,AGT-0017,Lost,,,,,Not responsive / went cold
LEAD-002995,2026-05-08,Instagram,IG_Reels_OffPlan_Q1,151.44,CUST-002995,PROP-00172,AGT-0026,Lost,,,,,Financing / mortgage rejected
LEAD-003182,2025-08-11,Website,Website_Organic_Blog,72.01,CUST-003182,PROP-00486,AGT-0013,Lost,2025-08-21,2025-09-01,,,Financing / mortgage rejected
LEAD-001035,2024-03-17,LinkedIn,LinkedIn_EventPromo,355.27,CUST-001035,PROP-00300,AGT-0025,Lost,,,,,Chose competitor project
LEAD-004789,2025-12-14,Instagram,IG_Influencer_Push,76.83,CUST-004789,PROP-00485,AGT-0002,Lost,,,,,Found cheaper unit elsewhere
LEAD-003346,2025-08-30,Website,Website_Landing_NewLaunch,35.39,CUST-003346,PROP-00556,AGT-0038,Sold,2025-09-11,2025-09-24,2025-09-28,2025-10-01,
LEAD-001337,2025-02-16,Instagram,IG_Story_LuxuryLiving,128.6,CUST-001337,PROP-00026,,Lost,,,,,Financing / mortgage rejected
LEAD-002038,2025-07-02,Bayut,Bayut_Premium_Placement,373.84,CUST-002038,PROP-00545,AGT-0002,Sold,2025-07-12,2025-07-19,2025-07-21,2025-08-01,
LEAD-003820,2024-05-04,Bayut,Bayut_Premium_Placement,361.57,CUST-003820,PROP-00110,AGT-0014,Lost,,,,,Not responsive / went cold
LEAD-002382,2026-01-12,Instagram,IG_Story_LuxuryLiving,37.51,CUST-002382,PROP-00279,AGT-0012,Lost,,,,,Chose competitor project
LEAD-004537,2025-02-07,Google Ads,GAds_Retargeting_OffPlan,228.14,CUST-004537,PROP-00041,AGT-0028,Lost,2025-02-17,,,,Not responsive / went cold
LEAD-002860,2025-03-27,Website,Website_Newsletter_Signup,68.34,CUST-002860,PROP-00541,AGT-0037,Lost,,,,,Chose competitor project
LEAD-002237,2024-09-20,Instagram,IG_Reels_OffPlan_Q1,103.91,CUST-002237,PROP-00491,AGT-0026,Lost,2024-10-03,2024-10-17,,,Unit sold out before decision
LEAD-003675,2024-08-29,Google Ads,GAds_Retargeting_OffPlan,68.02,CUST-003675,PROP-00434,AGT-0019,Lost,,,,,Chose competitor project
LEAD-002096,2026-02-22,Website,Website_Landing_NewLaunch,19.23,CUST-002096,PROP-00469,AGT-0037,Lost,,,,,Visa / relocation fell through
LEAD-000871,2024-02-05,Referral,Referral_ExistingClient,10.83,CUST-000871,PROP-00122,AGT-0040,Lost,2024-02-18,2024-02-29,,,Postponed decision
LEAD-003822,2024-09-21,Google Ads,GAds_Search_Apartments_Dubai,298.54,CUST-003822,PROP-00246,AGT-0028,Lost,,,,,Financing / mortgage rejected
LEAD-003050,2024-10-14,Google Ads,GAds_Display_InvestorDeals,291.23,CUST-003050,PROP-00083,AGT-0016,Lost,,,,,Financing / mortgage rejected
LEAD-004875,2025-06-02,LinkedIn,LinkedIn_InMail_HNWI,155.43,CUST-004875,PROP-00111,AGT-0034,Lost,,,,,Not responsive / went cold
LEAD-003274,2024-08-08,Website,Website_Landing_NewLaunch,17.13,CUST-003274,PROP-00592,AGT-0010,Lost,,,,,Not responsive / went cold
LEAD-004299,2025-10-30,Website,Website_Landing_NewLaunch,65.08,CUST-004299,PROP-00207,,Lost,,,,,Budget mismatch
LEAD-003829,2024-09-03,Referral,Referral_ExistingClient,35.63,CUST-003829,PROP-00171,AGT-0018,Sold,2024-09-12,2024-09-22,2024-10-02,2024-10-19,
LEAD-000977,2024-10-11,Instagram,IG_Story_LuxuryLiving,119.3,CUST-000977,PROP-00341,AGT-0042,Lost,2024-10-22,2024-11-05,,,Chose competitor project
LEAD-002968,2024-10-10,LinkedIn,LinkedIn_InMail_HNWI,431.81,CUST-002968,PROP-00304,AGT-0006,Lost,2024-10-22,,,,Budget mismatch
LEAD-001708,2026-03-24,Bayut,Bayut_Featured_Listing,431.81,CUST-001708,PROP-00502,AGT-0026,Lost,,,,,Not responsive / went cold
LEAD-003660,2025-04-19,Website,Website_Newsletter_Signup,23.37,CUST-003660,PROP-00187,AGT-0003,Sold,2025-05-01,2025-05-05,2025-05-16,2025-05-18,
LEAD-001819,2025-06-10,Website,Website_Organic_Blog,14.75,CUST-001819,PROP-00139,AGT-0013,Sold,2025-06-20,2025-07-02,2025-07-06,2025-07-21,
LEAD-002911,2024-12-06,Website,Website_Landing_NewLaunch,86.77,CUST-002911,PROP-00454,AGT-0006,Sold,2024-12-12,2024-12-15,2024-12-25,2025-01-04,
LEAD-001174,2024-03-19,Bayut,Bayut_Featured_Listing,393.09,CUST-001174,PROP-00448,AGT-0003,Lost,2024-03-27,,,,Not responsive / went cold
LEAD-001341,2025-10-07,Instagram,IG_Story_LuxuryLiving,49.09,CUST-001341,PROP-00527,AGT-0041,Lost,,,,,Visa / relocation fell through
LEAD-003684,2025-02-28,Instagram,IG_Carousel_PaymentPlan,100.83,CUST-003684,PROP-00455,AGT-0032,Lost,2025-03-06,,,,Financing / mortgage rejected
LEAD-003621,2026-05-02,Bayut,Bayut_Premium_Placement,374.82,CUST-003621,PROP-00484,AGT-0007,Lost,,,,,Budget mismatch
LEAD-004668,2025-04-14,Bayut,Bayut_Premium_Placement,229.31,CUST-004668,PROP-00501,AGT-0034,Lost,,,,,Financing / mortgage rejected
LEAD-001510,2025-11-17,Instagram,IG_Reels_OffPlan_Q1,27.09,CUST-001510,PROP-00095,AGT-0030,Sold,2025-11-24,2025-12-02,2025-12-14,2025-12-22,
LEAD-001930,2025-07-20,LinkedIn,LinkedIn_EventPromo,443.3,CUST-001930,PROP-00034,AGT-0005,Lost,,,,,Postponed decision
LEAD-000206,2024-11-01,Bayut,Bayut_HotDeal_Banner,218.38,CUST-000206,PROP-00033,AGT-0016,Sold,2024-11-16,2024-11-24,2024-12-04,2024-12-17,
LEAD-004133,2024-12-03,Referral,Referral_AgentNetwork,32.05,CUST-004133,PROP-00393,AGT-0009,Sold,2024-12-10,2024-12-15,2024-12-24,2025-01-05,
LEAD-000354,2026-03-16,LinkedIn,LinkedIn_InMail_HNWI,358.38,CUST-000354,PROP-00341,AGT-0019,Lost,,,,,Financing / mortgage rejected
LEAD-003083,2024-01-03,Google Ads,GAds_Search_VillasForSale,165.44,CUST-003083,PROP-00422,AGT-0018,Lost,2024-01-09,2024-01-21,,,Visa / relocation fell through
LEAD-004520,2026-01-01,Google Ads,GAds_Search_VillasForSale,180.24,CUST-004520,PROP-00384,AGT-0020,Lost,,,,,Chose competitor project
LEAD-000732,2025-01-22,Instagram,IG_Story_LuxuryLiving,115.57,CUST-000732,PROP-00174,AGT-0035,Lost,,,,,Not responsive / went cold
LEAD-001446,2024-02-06,LinkedIn,LinkedIn_EventPromo,474.19,CUST-001446,PROP-00068,AGT-0025,Sold,2024-02-16,2024-02-28,2024-03-04,2024-03-09,
LEAD-000703,2025-01-15,Website,Website_Landing_NewLaunch,17.83,CUST-000703,PROP-00188,AGT-0032,Lost,,,,,Not responsive / went cold
LEAD-004094,2026-03-01,Google Ads,GAds_Search_Apartments_Dubai,172.81,CUST-004094,PROP-00065,AGT-0006,Lost,,,,,Unit sold out before decision
LEAD-004610,2025-05-23,Website,Website_Newsletter_Signup,42.79,CUST-004610,PROP-00244,AGT-0013,Sold,2025-06-05,2025-06-16,2025-06-18,2025-07-03,
LEAD-002663,2024-08-13,Bayut,Bayut_HotDeal_Banner,331.0,CUST-002663,PROP-00228,AGT-0021,Lost,,,,,Found cheaper unit elsewhere
LEAD-000161,2024-02-19,Instagram,IG_Influencer_Push,91.04,CUST-000161,PROP-00243,AGT-0034,Lost,,,,,Chose competitor project
LEAD-004677,2024-02-06,Google Ads,GAds_Display_InvestorDeals,316.53,CUST-004677,PROP-00503,AGT-0026,Lost,,,,,Found cheaper unit elsewhere
LEAD-003550,2025-12-07,Google Ads,GAds_Search_Apartments_Dubai,128.2,CUST-003550,PROP-00587,AGT-0001,Lost,,,,,Postponed decision
LEAD-003431,2026-01-05,Bayut,Bayut_Premium_Placement,134.65,CUST-003431,PROP-00404,AGT-0002,Lost,,,,,Found cheaper unit elsewhere
LEAD-003186,2024-09-08,Google Ads,GAds_Search_VillasForSale,67.02,CUST-003186,PROP-00417,,Sold,2024-09-16,2024-09-21,2024-09-26,2024-10-07,
LEAD-001386,2025-05-15,Instagram,IG_Story_LuxuryLiving,28.17,CUST-001386,PROP-00575,AGT-0036,Lost,,,,,Budget mismatch
LEAD-000502,2025-10-03,Bayut,Bayut_Featured_Listing,103.91,CUST-000502,PROP-00147,AGT-0042,Lost,,,,,Not responsive / went cold
LEAD-004339,2025-11-07,Instagram,IG_Influencer_Push,133.95,CUST-004339,PROP-00190,,Lost,,,,,Unit sold out before decision
LEAD-004957,2024-11-28,Bayut,Bayut_Premium_Placement,424.91,CUST-004957,PROP-00470,AGT-0031,Lost,2024-12-07,2024-12-15,,,Unit sold out before decision
LEAD-002105,2025-01-17,Bayut,Bayut_Featured_Listing,257.92,CUST-002105,PROP-00172,AGT-0034,Lost,,,,,Postponed decision
LEAD-003215,2025-09-26,Instagram,IG_Carousel_PaymentPlan,58.08,CUST-003215,PROP-00391,AGT-0035,Sold,2025-09-30,2025-10-11,2025-10-23,2025-11-01,
LEAD-002234,2025-12-02,LinkedIn,LinkedIn_InMail_HNWI,161.86,CUST-002234,PROP-00187,AGT-0003,Lost,,,,,Postponed decision
LEAD-004227,2025-01-31,Google Ads,GAds_Search_Apartments_Dubai,206.64,CUST-004227,PROP-00274,AGT-0006,Sold,2025-02-04,2025-02-15,2025-02-22,2025-03-09,
LEAD-003334,2025-04-12,Instagram,IG_Influencer_Push,89.83,CUST-003334,PROP-00092,AGT-0002,Lost,,,,,Not responsive / went cold
LEAD-002666,2026-05-02,Bayut,Bayut_Featured_Listing,106.42,CUST-002666,PROP-00484,AGT-0014,Sold,2026-05-08,2026-05-17,2026-05-19,2026-05-28,
LEAD-001008,2025-05-05,Referral,Referral_PartnerBroker,15.07,CUST-001008,PROP-00090,AGT-0005,Lost,,,,,Postponed decision
LEAD-003966,2026-06-10,Google Ads,GAds_Search_Apartments_Dubai,107.22,CUST-003966,PROP-00415,AGT-0005,Lost,,,,,Visa / relocation fell through
LEAD-002172,2024-02-13,Instagram,IG_Influencer_Push,58.63,CUST-002172,PROP-00410,AGT-0015,Lost,,,,,Postponed decision
LEAD-001891,2024-07-28,Bayut,Bayut_HotDeal_Banner,279.37,CUST-001891,PROP-00188,AGT-0041,Lost,,,,,Budget mismatch
LEAD-001288,2024-09-05,Bayut,Bayut_Featured_Listing,318.34,CUST-001288,PROP-00360,AGT-0015,Lost,2024-09-17,2024-09-25,2024-10-01,,Found cheaper unit elsewhere
LEAD-000369,2024-12-30,Instagram,IG_Story_LuxuryLiving,66.36,CUST-000369,PROP-00403,AGT-0017,Lost,,,,,Financing / mortgage rejected
LEAD-003232,2025-05-03,Referral,Referral_ExistingClient,43.0,CUST-003232,PROP-00150,AGT-0010,Lost,2025-05-13,2025-05-18,2025-05-24,,Unit sold out before decision
LEAD-001319,2024-11-08,Google Ads,GAds_Search_VillasForSale,272.87,CUST-001319,PROP-00190,AGT-0022,Lost,,,,,Budget mismatch
LEAD-000494,2025-07-31,Bayut,Bayut_HotDeal_Banner,96.07,CUST-000494,PROP-00284,AGT-0006,Lost,,,,,Postponed decision
LEAD-001964,2024-01-16,Google Ads,GAds_Search_VillasForSale,327.46,CUST-001964,PROP-00367,AGT-0028,Lost,2024-01-27,2024-02-04,2024-02-06,2024-02-20,Budget mismatch
LEAD-004175,2025-06-16,Instagram,IG_Influencer_Push,50.36,CUST-004175,PROP-00107,,Lost,2025-06-27,,,,Not responsive / went cold
LEAD-004693,2025-09-30,Referral,Referral_AgentNetwork,25.58,CUST-004693,PROP-00086,AGT-0019,Sold,2025-10-09,2025-10-17,2025-10-23,2025-10-30,
LEAD-000334,2024-04-06,Bayut,Bayut_Premium_Placement,186.85,CUST-000334,PROP-00522,AGT-0036,Lost,2024-04-19,2024-04-28,,,Found cheaper unit elsewhere
LEAD-001476,2024-06-17,Instagram,IG_Story_LuxuryLiving,61.92,CUST-001476,PROP-00387,AGT-0039,Lost,,,,,Unit sold out before decision
LEAD-000680,2026-02-22,Instagram,IG_Story_LuxuryLiving,68.79,CUST-000680,PROP-00005,AGT-0021,Sold,2026-02-28,2026-03-12,2026-03-24,2026-04-13,
LEAD-002837,2025-09-02,Google Ads,GAds_Display_InvestorDeals,183.91,CUST-002837,PROP-00020,AGT-0001,Lost,2025-09-14,,,,Chose competitor project
LEAD-001139,2026-06-27,LinkedIn,LinkedIn_EventPromo,442.26,CUST-001139,PROP-00148,AGT-0038,Lead,,,,,
LEAD-001222,2025-10-03,Instagram,IG_Influencer_Push,154.12,CUST-001222,PROP-00227,AGT-0042,Lost,,,,,Found cheaper unit elsewhere
LEAD-003782,2025-08-14,Bayut,Bayut_Featured_Listing,247.28,CUST-003782,PROP-00300,AGT-0015,Lost,,,,,Financing / mortgage rejected
LEAD-002899,2025-11-21,Bayut,Bayut_Premium_Placement,262.42,CUST-002899,PROP-00178,AGT-0045,Lost,,,,,Financing / mortgage rejected
LEAD-000381,2026-05-17,Bayut,Bayut_Featured_Listing,196.31,CUST-000381,PROP-00394,AGT-0043,Lost,,,,,Chose competitor project
LEAD-004116,2025-03-15,Website,Website_Newsletter_Signup,35.66,CUST-004116,PROP-00241,AGT-0007,Lost,,,,,Financing / mortgage rejected
LEAD-004472,2024-01-15,Bayut,Bayut_HotDeal_Banner,361.37,CUST-004472,PROP-00068,AGT-0014,Lost,,,,,Unit sold out before decision
LEAD-000068,2025-12-24,Referral,Referral_ExistingClient,34.99,CUST-000068,PROP-00296,AGT-0012,Lost,,,,,Found cheaper unit elsewhere
LEAD-003273,2024-08-25,Google Ads,GAds_Search_Apartments_Dubai,247.68,CUST-003273,PROP-00431,AGT-0017,Lost,,,,,Not responsive / went cold
LEAD-003688,2024-05-29,Google Ads,GAds_Search_Apartments_Dubai,221.55,CUST-003688,PROP-00437,AGT-0003,Sold,2024-06-07,2024-06-20,2024-06-25,2024-07-05,
LEAD-001883,2024-05-11,Website,Website_Landing_NewLaunch,35.34,CUST-001883,PROP-00363,AGT-0007,Lost,,,,,Found cheaper unit elsewhere
LEAD-000478,2024-02-12,Google Ads,GAds_Retargeting_OffPlan,60.33,CUST-000478,PROP-00461,AGT-0036,Lost,,,,,Postponed decision
LEAD-004519,2026-05-06,Website,Website_Organic_Blog,18.16,CUST-004519,PROP-00252,AGT-0043,Lost,,,,,Financing / mortgage rejected
LEAD-004958,2024-08-15,Google Ads,GAds_Display_InvestorDeals,121.85,CUST-004958,PROP-00531,AGT-0031,Lost,2024-08-27,2024-09-03,,,Budget mismatch
LEAD-002383,2025-10-24,Instagram,IG_Story_LuxuryLiving,43.2,CUST-002383,PROP-00369,AGT-0020,Sold,2025-11-05,2025-11-18,2025-11-22,2025-12-03,
